0,"TEXT_CLSALC450_00649_SEQ_00","Guildmaster Severian appears in frantic need of your assistance."
1,"TEXT_CLSALC450_00649_SEQ_01","It seems that Severian's long-awaited alchemical process has failed to yield the expected results. Without offering an explanation, the frenzied alchemist demands you bring him a number of high-quality concoctions. Create three extraordinary mega-potions\xe2\x80\x94one of intelligence, one of mind, and one of vitality\xe2\x80\x94and deliver the completed substances to the guildmaster."
2,"TEXT_CLSALC450_00649_SEQ_02","You have delivered the three mega-potions to the agitated guildmaster. After inspecting your superb creations and regaining a measure of composure, Severian finally explains the reason behind his obsessive research\xe2\x94\x80he means to resurrect W'nahja, the love he lost to the Calamity. With a new batch of components in hand, the determined alchemist returns to his workbench to begin a new attempt. Once more, you are helpless to do anything but await the results...\x02\x10\x01\x03\x02\x10\x01\x03\xe2\x80\xbbThe next alchemist quest will be available from Severian upon reaching level 50."
3,"TEXT_CLSALC450_00649_SEQ_03","dummy"
4,"TEXT_CLSALC450_00649_SEQ_04","dummy"
5,"TEXT_CLSALC450_00649_SEQ_05","dummy"
6,"TEXT_CLSALC450_00649_SEQ_06","dummy"
7,"TEXT_CLSALC450_00649_SEQ_07","dummy"
8,"TEXT_CLSALC450_00649_SEQ_08","dummy"
9,"TEXT_CLSALC450_00649_SEQ_09","dummy"
10,"TEXT_CLSALC450_00649_SEQ_10","dummy"
11,"TEXT_CLSALC450_00649_SEQ_11","dummy"
12,"TEXT_CLSALC450_00649_SEQ_12","dummy"
13,"TEXT_CLSALC450_00649_SEQ_13","dummy"
14,"TEXT_CLSALC450_00649_SEQ_14","dummy"
15,"TEXT_CLSALC450_00649_SEQ_15","dummy"
16,"TEXT_CLSALC450_00649_SEQ_16","dummy"
17,"TEXT_CLSALC450_00649_SEQ_17","dummy"
18,"TEXT_CLSALC450_00649_SEQ_18","dummy"
19,"TEXT_CLSALC450_00649_SEQ_19","dummy"
20,"TEXT_CLSALC450_00649_SEQ_20","dummy"
21,"TEXT_CLSALC450_00649_SEQ_21","dummy"
22,"TEXT_CLSALC450_00649_SEQ_22","dummy"
23,"TEXT_CLSALC450_00649_SEQ_23","dummy"
24,"TEXT_CLSALC450_00649_TODO_00","Deliver a mega-potion of intelligence \x02(\n\xff\x06Addon\n\x01\x03, a mega-potion of mind \x02(\n\xff\x06Addon\n\x01\x03, and a mega-potion of vitality \x02(\n\xff\x06Addon\n\x01\x03 to Severian."
25,"TEXT_CLSALC450_00649_TODO_01","dummy"
26,"TEXT_CLSALC450_00649_TODO_02","dummy"
27,"TEXT_CLSALC450_00649_TODO_03","dummy"
28,"TEXT_CLSALC450_00649_TODO_04","dummy"
