0,"TEXT_FESEST004_01417_SEQ_00","\xe2\x80\xbb Dieser Auftrag ist nur f\xc3\xbcr die Dauer des saisonalen Ereignisses verf\xc3\xbcgbar.\x02\x10\x01\x03\x02\x10\x01\x03Jihli Aliapoh m\xc3\xb6chte dich in Gridania mit dem Transport ganz besonderer Wundereier beauftragen."
1,"TEXT_FESEST004_01417_SEQ_01","\xe2\x80\xbb Dieser Auftrag kann nur f\xc3\xbcr die Dauer des saisonalen Ereignisses angenommen und gespielt werden. Nach Ende des saisonalen Ereignisses kann er nicht mehr abgeschlossen werden. Weitere Informationen findest du auf dem Lodestone.\x02\x10\x01\x03\x02\x10\x01\x03Jihli Aliapoh hat dich beauftragt, zwei Saliah-Eier, die von den Spriggans zur\xc3\xbcckerobert wurden und der R\xc3\xbcckkehr der Weisen dienen sollen, herbeizuschaffen. Setz \x022\x14\xff\x05Item\x03\xff\x08\xe3\x80\x802659\x02\x05\x02\x03 oder \x022\x14\xff\x05Item\x03\xff\x08\xe3\x80\x802707\x02\x05\x02\x03 auf, verb\xc3\xbcnde dich mit einem Abenteurer oder einer Abenteurerin (bildet zu zweit eine Gruppe) und sprich mit Augustiniel an der Gelbschlangen-Pforte in Alt-Gridania.\x02\x10\x01\x03\xe2\x80\xbb Es gibt insgesamt f\xc3\xbcnf verschiedene Eierkappen, die in jedem Stadtstaat bei einer Tr\xc3\xa4umerin erworben werden k\xc3\xb6nnen."
2,"TEXT_FESEST004_01417_SEQ_02","Du hast mit Augustiniel gesprochen. Nimm an der Gelbschlangen-Pforte in Alt-Gridania ein Saliah-Ei auf, das dem Muster deiner Eierkappe entspricht."
3,"TEXT_FESEST004_01417_SEQ_03","Du hast ein Saliah-Ei aufgehoben. Lege das Saliah-Ei in seinen Korb in Mih Khettos Amphitheater.\x02\x10\x01\x03\xe2\x80\xbb Der Transport muss innerhalb einer bestimmten Zeitspanne abgeschlossen sein.\x02\x10\x01\x03\xe2\x80\xbb Schl\xc3\xa4gt der Transport fehl, kann er am Ausgangsort von neuem begonnen werden."
4,"TEXT_FESEST004_01417_SEQ_04","Du hast die Saliah-Eier in die richtigen K\xc3\xb6rbe gelegt. Berichte Jihli Aliapoh in Mih Khettos Amphitheater von dem erfolgreichen Transport."
5,"TEXT_FESEST004_01417_SEQ_05","Du hast Jihli Aliapoh Bericht erstattet. Die Saliah-Eier sind in ihre K\xc3\xb6rbe gebettet, genau wie sie es in ihrem Traum gesehen hat. Jihli Aliapoh ist hoch erfreut und hat gro\xc3\x9fe Erwartungen an die R\xc3\xbcckkehr der Weisen. Hilf ihr weiterhin, die R\xc3\xbcckkehr ihren Tr\xc3\xa4umen gem\xc3\xa4\xc3\x9f vorzubereiten."
6,"TEXT_FESEST004_01417_SEQ_06",
7,"TEXT_FESEST004_01417_SEQ_07",
8,"TEXT_FESEST004_01417_SEQ_08",
9,"TEXT_FESEST004_01417_SEQ_09",
10,"TEXT_FESEST004_01417_SEQ_10",
11,"TEXT_FESEST004_01417_SEQ_11",
12,"TEXT_FESEST004_01417_SEQ_12",
13,"TEXT_FESEST004_01417_SEQ_13",
14,"TEXT_FESEST004_01417_SEQ_14",
15,"TEXT_FESEST004_01417_SEQ_15",
16,"TEXT_FESEST004_01417_SEQ_16",
17,"TEXT_FESEST004_01417_SEQ_17",
18,"TEXT_FESEST004_01417_SEQ_18",
19,"TEXT_FESEST004_01417_SEQ_19",
20,"TEXT_FESEST004_01417_SEQ_20",
21,"TEXT_FESEST004_01417_SEQ_21",
22,"TEXT_FESEST004_01417_SEQ_22",
23,"TEXT_FESEST004_01417_SEQ_23",
24,"TEXT_FESEST004_01417_TODO_00","Mit Augustiniel sprechen"
25,"TEXT_FESEST004_01417_TODO_01","Ein Saliah-Ei aufnehmen"
26,"TEXT_FESEST004_01417_TODO_02","Das Saliah-Ei in den richtigen Korb legen"
27,"TEXT_FESEST004_01417_TODO_03","Jihli Aliapoh berichten"
28,"TEXT_FESEST004_01417_TODO_04",
29,"TEXT_FESEST004_01417_TODO_05",
30,"TEXT_FESEST004_01417_TODO_06",
31,"TEXT_FESEST004_01417_TODO_07",
32,"TEXT_FESEST004_01417_TODO_08",
33,"TEXT_FESEST004_01417_TODO_09",
34,"TEXT_FESEST004_01417_TODO_10",
35,"TEXT_FESEST004_01417_TODO_11",
36,"TEXT_FESEST004_01417_TODO_12",
37,"TEXT_FESEST004_01417_TODO_13",
38,"TEXT_FESEST004_01417_TODO_14",
39,"TEXT_FESEST004_01417_TODO_15",
40,"TEXT_FESEST004_01417_TODO_16",
41,"TEXT_FESEST004_01417_TODO_17",
42,"TEXT_FESEST004_01417_TODO_18",
43,"TEXT_FESEST004_01417_TODO_19",
44,"TEXT_FESEST004_01417_TODO_20",
45,"TEXT_FESEST004_01417_TODO_21",
46,"TEXT_FESEST004_01417_TODO_22",
47,"TEXT_FESEST004_01417_TODO_23",
48,"TEXT_FESEST004_01417_JIHLIALIAPOH_000_000",bxe2\x99\xaa Ei, ei, ei, wer bringt's getragen? \xe2\x99\xaa\x02\x10\x01\x03\xe2\x99\xaa Das Wunderei in bunten Farben! \xe2\x99\xaa\x02\x10\x01\x03Mach mit bei der lustigen Eiersuche!"
49,"TEXT_FESEST004_01417_JIHLIALIAPOH_000_001","Hallo, \x02,\r\xff\x07\x02)\x03\xeb\x02\x03\xff\x02 \x02\x03! Das finde ich ganz wunderbar, dass du mir helfen willst. Es geht schlie\xc3\x9flich um nichts anderes als die R\xc3\xbcckkehr der Weisen."
50,"TEXT_FESEST004_01417_JIHLIALIAPOH_000_002","In einem meiner Tr\xc3\xa4ume sind die Weisen aus sechs Eiern geschl\xc3\xbcpf... ich meine gestiegen, und haben mir ihre Botschaft offenbart:\x02\x10\x01\x03\xe2\x80\x9eHalte dich bereit! Aus einem strahlenden Ei werden wir zur\xc3\xbcckkehren!\xe2\x80\x9c, das waren ihre Worte."
51,"TEXT_FESEST004_01417_JIHLIALIAPOH_000_003","Ich bin mir ganz sicher! Wenn ich die Wundereier so anordne wie in meinem Traum, werden die Weisen zur\xc3\xbcckkehren. Zu diesem Zweck habe ich ganz besondere Wundereier, sogenannte Saliah-Eier, vorbereit..."
52,"TEXT_FESEST004_01417_MAISENTA_000_004","(-???-)Die Saliah-Eier und die Wundereier sind geraubt worden! Von einer Bande dreister Spriggan-Eierdiebe!"
53,"TEXT_FESEST004_01417_MAISENTA_000_005","Du hast dich bereit erkl\xc3\xa4rt, bei der Suche nach den Saliah-Eiern zu helfen? Ausgezeichnet. Ich bin Maisenta Hawke vom Handelshaus Schwarzer Hase. Ich liefere die Wundereier f\xc3\xbcr die Eiersuche, aber ich helfe Jihli auch dabei, die Eier zu besorgen, die f\xc3\xbcr die R\xc3\xbcckkehr der Weisen n\xc3\xb6tig sind."
54,"TEXT_FESEST004_01417_MAISENTA_000_006","Die Spriggans machen uns dabei das Leben schwer und lassen keine Gelegenheit aus, die Saliah-Eier zu rauben. Sie sind dem wahnsinnigen Irrglauben aufgesessen, dass \x02\x1a\x02\x02\x03sie selbst\x02\x1a\x02\x01\x03 zu den Weisen werden, wenn sie die Saliah-Eier in ihren Besitz bringen. Dabei ist \xe2\x80\x9eweise\xe2\x80\x9c das Letzte, was mir in Verbindung mit den verr\xc3\xbcckten Spriggans einf\xc3\xa4llt!"
